PDBchain1,PDBchain2,TM1,TM2,RMSD,ID1,ID2,IDali,L1,L2,Lali
ATV29297.1-92.32,BAU17006.1-77.60,0.2483,0.2335,4.01,0.019,0.018,0.051,155,169,59
ATV29297.1-92.32,BAU18789.1-79.04,0.2523,0.2381,4.15,0.019,0.018,0.05,155,168,60
ATV29297.1-92.32,EEO39337.1-78.51,0.3364,0.2915,5.08,0.039,0.032,0.067,155,190,89
ATV29297.1-92.32,EEO43048.1-88.38,0.2939,0.2804,5.31,0.045,0.042,0.086,155,166,81
ATV29297.1-92.32,EEU32732.1-88.93,0.2913,0.2771,5.1,0.032,0.03,0.063,155,167,79
ATV29297.1-92.32,EEU32859.1-81.58,0.3331,0.2726,4.93,0.039,0.03,0.071,155,202,84
ATV29297.1-92.32,EEU32996.1-87.55,0.2963,0.2796,5.23,0.045,0.041,0.086,155,169,81
ATV29297.1-92.32,EFD82075.2-79.78,0.3404,0.2862,4.71,0.039,0.031,0.073,155,194,82
ATV29297.1-92.32,EGN66713.1-88.04,0.2988,0.2786,5.06,0.039,0.035,0.074,155,172,81
ATV29297.1-92.32,EGN67307.1-87.78,0.2943,0.2776,5.17,0.039,0.036,0.075,155,169,80
ATV29297.1-92.32,EGY33133.1-91.77,0.6982,0.6017,2.83,0.2,0.168,0.233,155,184,133
ATV29297.1-92.32,EHK89789.1-87.99,0.2903,0.2626,4.83,0.032,0.028,0.064,155,180,78
ATV29297.1-92.32,EHK89835.1-88.07,0.8223,0.7108,1.83,0.31,0.265,0.345,155,181,139
ATV29297.1-92.32,EHK91001.1-82.96,0.6973,0.5397,2.92,0.187,0.139,0.216,155,208,134
ATV29297.1-92.32,EMB43982.1-90.06,0.2739,0.2948,5.77,0.026,0.029,0.049,155,138,81
ATV29297.1-92.32,EOA11658.1-72.56,0.2502,0.3219,3.74,0.019,0.028,0.052,155,106,58
ATV29297.1-92.32,ERJ63923.1-86.43,0.2612,0.2645,5.77,0.026,0.026,0.05,155,152,80
ATV29297.1-92.32,ERJ64511.1-82.90,0.2441,0.2296,4.96,0.026,0.024,0.063,155,169,63
ATV29297.1-92.32,ERJ66464.1-81.16,0.26,0.2461,5.6,0.019,0.018,0.038,155,169,78
ATV29297.1-92.32,ERJ66656.1-74.32,0.2978,0.1937,4.76,0.026,0.014,0.051,155,284,79
ATV29297.1-92.32,ERJ82300.1-81.32,0.2545,0.2386,5.17,0.019,0.018,0.042,155,171,72
ATV29297.1-92.32,ERJ83369.1-81.77,0.2516,0.2364,5.03,0.026,0.023,0.056,155,171,71
ATV29297.1-92.32,ERJ86145.1-84.43,0.2754,0.2354,5.09,0.006,0.005,0.014,155,191,70
ATV29297.1-92.32,ERT47646.1-88.78,0.2877,0.2748,4.83,0.052,0.048,0.105,155,166,76
ATV29297.1-92.32,ETA26341.1-85.95,0.2715,0.2715,5.47,0.019,0.019,0.038,155,155,78
ATV29297.1-92.32,GAP81701.1-78.36,0.2729,0.2332,5.23,0.006,0.005,0.014,155,192,72
ATV29297.1-92.32,KJJ86346.1-80.41,0.243,0.3143,4.92,0.026,0.037,0.065,155,107,62
ATV29297.1-92.32,KJJ86519.1-89.88,0.3142,0.3295,5.01,0.058,0.062,0.107,155,144,84
ATV29297.1-92.32,KJJ87276.1-76.46,0.2591,0.2464,5.72,0.019,0.018,0.038,155,168,79
ATV29297.1-92.32,KKY61606.1-78.51,0.253,0.2404,5.17,0.019,0.018,0.041,155,168,73
ATV29297.1-92.32,KUL98255.1-78.56,0.3374,0.2918,5.04,0.039,0.032,0.068,155,190,88
ATV29297.1-92.32,KUL99308.1-87.49,0.2954,0.2786,5.14,0.045,0.041,0.087,155,169,80
ATV29297.1-92.32,KUL99823.1-87.88,0.2969,0.2757,5.09,0.039,0.035,0.075,155,173,80
ATV29297.1-92.32,KXA22114.1-88.33,0.2887,0.2754,4.84,0.032,0.03,0.066,155,166,76
ATV29297.1-92.32,KXC08061.1-81.24,0.2639,0.2469,5.59,0.045,0.041,0.093,155,171,75
ATV29297.1-92.32,KYK85503.1-76.59,0.3111,0.2142,5.58,0.045,0.026,0.078,155,265,90
ATV29297.1-92.32,OLQ21168.1-82.08,0.2608,0.2453,5.75,0.026,0.023,0.051,155,171,79
ATV29297.1-92.32,OWP31724.1-79.77,0.2657,0.2525,5.63,0.032,0.03,0.063,155,168,79
ATV29297.1-92.32,OWP32476.1-91.64,0.9685,0.9563,0.55,0.658,0.65,0.671,155,157,152
ATV29297.1-92.32,OWP34023.1-74.77,0.6462,0.8184,2.14,0.49,0.628,0.697,155,121,109
ATV29297.1-92.32,OWR82820.1-86.35,0.2603,0.2635,5.6,0.026,0.026,0.051,155,152,78
ATV29297.1-92.32,PCR85716.1-87.87,0.2993,0.2791,5.15,0.045,0.041,0.086,155,172,81
ATV29297.1-92.32,PDP56801.1-82.17,0.2592,0.2455,5.76,0.026,0.024,0.051,155,169,79
ATV29297.1-92.32,PDP61269.1-79.88,0.2603,0.2474,5.68,0.039,0.036,0.076,155,168,79
ATV29297.1-92.32,PDP61486.1-82.90,0.256,0.2421,5.22,0.026,0.024,0.056,155,169,72
ATV29297.1-92.32,PDP68574.1-79.22,0.2594,0.2466,5.69,0.039,0.036,0.077,155,168,78
ATV29297.1-92.32,PDP69242.1-79.49,0.2584,0.2452,5.48,0.006,0.006,0.014,155,168,74
ATV29297.1-92.32,PDP76386.1-76.81,0.2608,0.2481,5.77,0.013,0.012,0.025,155,168,80
ATV29297.1-92.32,PDP76608.1-79.93,0.2662,0.2549,5.53,0.019,0.018,0.038,155,166,79
ATV29297.1-92.32,PDP79289.1-82.68,0.2602,0.2463,5.66,0.026,0.024,0.051,155,169,78
ATV29297.1-92.32,PDP80394.1-81.87,0.2547,0.241,5.23,0.026,0.024,0.055,155,169,73
ATV29297.1-92.32,PDP82206.1-79.47,0.2599,0.2463,5.69,0.032,0.03,0.063,155,169,79
ATV29297.1-92.32,PGH20633.1-88.73,0.3109,0.2969,5.01,0.045,0.042,0.083,155,166,84
ATV29297.1-92.32,PGH21735.1-87.63,0.2949,0.2783,5.14,0.045,0.041,0.087,155,169,80
ATV29297.1-92.32,PGH22407.1-87.65,0.2982,0.2808,5.2,0.045,0.041,0.086,155,169,81
ATV29297.1-92.32,PHH97487.1-87.77,0.2958,0.2758,4.83,0.039,0.035,0.077,155,172,78
ATV29297.1-92.32,PHI05755.1-88.92,0.3127,0.3588,4.81,0.019,0.024,0.036,155,125,83
ATV29297.1-92.32,PHI06540.1-87.66,0.2867,0.2906,4.75,0.045,0.046,0.093,155,152,75
ATV29297.1-92.32,PHI08326.1-87.96,0.2923,0.2722,4.92,0.052,0.047,0.104,155,172,77
ATV29297.1-92.32,PHI13657.1-89.00,0.3122,0.3581,4.82,0.019,0.024,0.036,155,125,83
ATV29297.1-92.32,PIK17204.1-80.00,0.2483,0.2341,4.79,0.019,0.018,0.048,155,168,62
ATV29297.1-92.32,PIK17411.1-90.13,0.3219,0.2049,5.43,0.013,0.007,0.022,155,294,92
ATV29297.1-92.32,PIK19369.1-79.78,0.267,0.2529,5.77,0.032,0.03,0.062,155,169,81
ATV29297.1-92.32,PIK19759.1-90.23,0.8078,0.8491,1.36,0.297,0.313,0.343,155,147,134
ATV29297.1-92.32,PIK20109.1-91.74,0.9974,0.991,0.24,0.884,0.878,0.884,155,156,155
ATV29297.1-92.32,PIN27250.1-82.03,0.2528,0.3246,3.72,0.026,0.037,0.069,155,107,58
ATV29297.1-92.32,PIN27259.1-71.98,0.2525,0.3242,3.71,0.026,0.037,0.069,155,107,58
ATV29297.1-92.32,PIN27300.1-79.97,0.2688,0.2547,5.48,0.026,0.024,0.05,155,169,80
ATV29297.1-92.32,PIN29465.1-82.38,0.2829,0.2643,5.28,0.006,0.006,0.013,155,172,79
ATV29297.1-92.32,PJE99021.1-78.83,0.249,0.236,5.02,0.019,0.018,0.042,155,169,71
ATV29297.1-92.32,PJI21017.1-80.35,0.2593,0.2465,5.63,0.039,0.036,0.078,155,168,77
ATV29297.1-92.32,PJI24363.1-91.77,0.9978,0.9915,0.22,0.813,0.808,0.813,155,156,155
ATV29297.1-92.32,PJI24389.1-79.82,0.2461,0.2318,4.83,0.019,0.018,0.048,155,168,62
ATV29297.1-92.32,PJI25578.1-79.82,0.2573,0.2442,5.15,0.019,0.018,0.042,155,168,72
ATV29297.1-92.32,PJI26311.1-78.95,0.2645,0.2516,5.67,0.026,0.024,0.05,155,168,80
ATV29297.1-92.32,PJI27691.1-81.67,0.2579,0.2674,5.81,0.019,0.021,0.037,155,146,80
ATV29297.1-92.32,QEH45386.1-79.91,0.2581,0.2843,5.53,0.039,0.045,0.083,155,134,72
ATV29297.1-92.32,QUI90514.1-80.68,0.2613,0.2458,5.77,0.026,0.023,0.05,155,171,80
ATV29297.1-92.32,QYR65713.1-84.78,0.3299,0.3479,4.78,0.052,0.056,0.093,155,143,86
ATV29297.1-92.32,QYR66967.1-88.53,0.3062,0.3142,5.39,0.032,0.034,0.057,155,149,87
ATV29297.1-92.32,RQD99704.1-79.61,0.2625,0.2488,5.51,0.019,0.018,0.038,155,169,78
ATV29297.1-92.32,RQE06608.1-79.37,0.2665,0.2533,5.9,0.013,0.012,0.025,155,168,81
ATV29297.1-92.32,RRD62062.1-71.00,0.2586,0.166,5.04,0.026,0.014,0.056,155,292,72
ATV29297.1-92.32,RRD75271.1-89.19,0.2764,0.2976,5.76,0.019,0.022,0.035,155,137,85
ATV29297.1-92.32,SJL19104.1-79.65,0.267,0.2556,5.5,0.032,0.03,0.063,155,166,79
ATV29297.1-92.32,SJL19364.1-82.60,0.2616,0.2475,5.78,0.026,0.024,0.05,155,169,80
ATV29297.1-92.32,SJL25880.1-82.17,0.2694,0.2514,4.97,0.026,0.023,0.056,155,171,71
ATV29297.1-92.32,TYB11840.1-89.18,0.8211,0.7099,1.86,0.329,0.282,0.367,155,181,139
ATV29297.1-92.32,UTC88072.1-77.81,0.3501,0.3325,5.33,0.045,0.042,0.069,155,168,101
ATV29297.1-92.32,VTX56655.1-88.51,0.2733,0.2609,5.01,0.026,0.024,0.054,155,166,74
ATV29297.1-92.32,WP_002668050.1-90.90,0.2423,0.1812,5.87,0.052,0.033,0.105,155,244,76
ATV29297.1-92.32,WP_002689100.1-89.84,0.2729,0.2932,5.82,0.006,0.007,0.012,155,138,82
ATV29297.1-92.32,WP_005560990.1-89.93,0.256,0.2451,4.99,0.032,0.03,0.075,155,165,67
ATV29297.1-92.32,WP_010697710.1-89.23,0.2738,0.2942,5.69,0.013,0.014,0.025,155,138,81
ATV29297.1-92.32,WP_080574655.1-84.27,0.2812,0.2631,5.46,0.026,0.023,0.049,155,172,82
ATV29297.1-92.32,WP_097657165.1-87.74,0.3014,0.2934,4.96,0.013,0.012,0.026,155,161,77
ATV29297.1-92.32,WP_150153335.1-89.35,0.3104,0.3609,5.22,0.045,0.057,0.081,155,122,86
ATV29297.1-92.32,WP_150153577.1-82.68,0.3309,0.275,5.45,0.039,0.03,0.066,155,202,91
ATV29297.1-92.32,WP_155642491.1-88.57,0.2682,0.2483,5.63,0.026,0.023,0.051,155,175,79
ATV29297.1-92.32,WP_187106099.1-89.80,0.3113,0.3634,4.81,0.019,0.025,0.037,155,122,82
ATV29297.1-92.32,WP_187106668.1-89.16,0.3108,0.3624,4.82,0.019,0.025,0.037,155,122,82
ATV29297.1-92.32,WP_205766317.1-90.71,0.276,0.2588,5.45,0.019,0.017,0.037,155,172,82
ATV29297.1-92.32,WP_205768292.1-82.40,0.7414,0.4909,2.8,0.161,0.101,0.176,155,248,142
ATV29297.1-92.32,WP_205768727.1-81.69,0.7577,0.4972,2.73,0.181,0.112,0.194,155,250,144
ATV29297.1-92.32,WP_205769178.1-87.53,0.2867,0.2767,5.26,0.026,0.024,0.048,155,164,83
ATV29297.1-92.32,WP_205770740.1-88.35,0.2829,0.2501,5.32,0.032,0.027,0.063,155,186,79
ATV29297.1-92.32,WP_205771886.1-88.81,0.2906,0.2527,5.47,0.052,0.041,0.093,155,193,86
ATV29297.1-92.32,WP_205772954.1-86.09,0.2944,0.2796,5.22,0.032,0.03,0.062,155,167,80
ATV29297.1-92.32,WP_205774081.1-89.49,0.2805,0.242,5.78,0.045,0.036,0.083,155,193,84
ATV29297.1-92.32,WP_205774216.1-80.16,0.7594,0.4979,2.75,0.168,0.104,0.181,155,250,144
ATV29297.1-92.32,WP_205774951.1-90.80,0.2778,0.2602,5.61,0.026,0.023,0.048,155,172,83
ATV29297.1-92.32,WP_205775805.1-81.27,0.245,0.3154,4.61,0.052,0.075,0.131,155,106,61
ATV29297.1-92.32,WP_211605239.1-82.30,0.26,0.2442,5.61,0.019,0.018,0.038,155,171,78
ATV29297.1-92.32,WP_230466978.1-72.11,0.227,0.2525,4.87,0.019,0.023,0.051,155,132,59
ATV29297.1-92.32,WP_232528158.1-77.67,0.2553,0.2409,5.71,0.019,0.018,0.038,155,170,78
ATV29297.1-92.32,WP_233113975.1-90.81,0.8231,0.7114,1.83,0.329,0.282,0.367,155,181,139
ATV29297.1-92.32,WP_233141670.1-88.26,0.2773,0.2508,5.24,0.013,0.011,0.026,155,180,77
ATV29297.1-92.32,WP_233444100.1-86.05,0.236,0.2226,5.21,0.026,0.024,0.06,155,170,67
ATV29297.1-92.32,WP_253698019.1-77.34,0.2727,0.2902,6.02,0.013,0.014,0.024,155,140,84
ATV29297.1-92.32,WP_253730758.1-90.66,0.2759,0.301,5.75,0.026,0.03,0.049,155,135,81
ATV29297.1-92.32,WP_253731724.1-77.53,0.2712,0.2875,5.91,0.013,0.014,0.024,155,141,83
ATV29297.1-92.32,WP_261794777.1-89.16,0.2656,0.282,5.21,0.052,0.057,0.108,155,141,74
ATV31678.1-80.13,ATV32174.1-80.12,0.8732,0.8681,1.33,0.72,0.716,0.796,168,169,152
ATV31678.1-80.13,ATV32580.1-86.95,0.2881,0.305,5.38,0.048,0.052,0.089,168,153,90
ATV31678.1-80.13,ATV33916.1-80.37,0.8354,0.821,1.34,0.631,0.62,0.731,168,171,145
ATV31678.1-80.13,ATV37225.1-92.18,0.2287,0.2442,4.99,0.042,0.046,0.111,168,153,63
ATV31678.1-80.13,ATV39350.1-79.37,0.8605,0.8605,1.23,0.756,0.756,0.852,168,168,149
ATV31678.1-80.13,ATV51908.1-80.43,0.7955,0.9092,2.04,0.548,0.63,0.634,168,146,145
ATV31678.1-80.13,ATV53006.1-80.31,0.8677,0.8627,1.22,0.726,0.722,0.808,168,169,151
ATV31678.1-80.13,ATV53739.1-79.73,0.815,0.7838,1.52,0.452,0.434,0.524,168,175,145
ATV31678.1-80.13,ATV55906.1-78.29,0.8581,0.8581,1.07,0.738,0.738,0.838,168,168,148
ATV31678.1-80.13,AWX06279.1-78.97,0.8751,0.8751,0.97,0.78,0.78,0.873,168,168,150
ATV31678.1-80.13,AWX07865.1-78.67,0.8737,0.8737,1.64,0.762,0.762,0.831,168,168,154
ATV31678.1-80.13,AWX08490.1-72.23,0.816,0.8397,1.69,0.768,0.791,0.878,168,163,147
ATV31678.1-80.13,BAR48143.1-90.34,0.5658,0.5059,3.46,0.089,0.078,0.117,168,193,128
ATV31678.1-80.13,BAR50278.1-76.71,0.222,0.3052,4.71,0.012,0.02,0.033,168,102,61
ATV31678.1-80.13,BAR52475.1-80.97,0.8363,0.8219,1.3,0.583,0.573,0.676,168,171,145
ATV31678.1-80.13,BAS49001.1-82.51,0.3275,0.3919,4.35,0.036,0.045,0.073,168,132,82
ATV31678.1-80.13,BAU16639.1-92.21,0.2397,0.2543,5.77,0.024,0.026,0.053,168,153,76
ATV31678.1-80.13,BAU17006.1-77.60,0.8518,0.8469,1.66,0.714,0.71,0.789,168,169,152
ATV31678.1-80.13,BAU18789.1-79.04,0.875,0.875,1.38,0.774,0.774,0.855,168,168,152
ATV31678.1-80.13,EEO39337.1-78.51,0.4865,0.4404,4.1,0.095,0.084,0.139,168,190,115
ATV31678.1-80.13,EEO43048.1-88.38,0.2725,0.2747,5.26,0.012,0.012,0.025,168,166,80
ATV31678.1-80.13,EEU32732.1-88.93,0.2711,0.2722,5.3,0.012,0.012,0.025,168,167,80
ATV31678.1-80.13,EEU32859.1-81.58,0.4896,0.4214,4.06,0.077,0.064,0.113,168,202,115
ATV31678.1-80.13,EEU32996.1-87.55,0.2884,0.2872,4.81,0.024,0.024,0.05,168,169,80
ATV31678.1-80.13,EFD82075.2-79.78,0.4909,0.4368,4.27,0.083,0.072,0.12,168,194,117
ATV31678.1-80.13,EGN66713.1-88.04,0.2844,0.2799,4.99,0.012,0.012,0.025,168,172,81
ATV31678.1-80.13,EGN67307.1-87.78,0.2881,0.2869,4.81,0.03,0.03,0.062,168,169,80
ATV31678.1-80.13,EGY33133.1-91.77,0.31,0.2916,5.41,0.03,0.027,0.054,168,184,93
ATV31678.1-80.13,EHK89789.1-87.99,0.6628,0.6238,2.61,0.214,0.2,0.273,168,180,132
ATV31678.1-80.13,EHK89835.1-88.07,0.2768,0.2632,5.53,0.036,0.033,0.073,168,181,82
ATV31678.1-80.13,EHK91001.1-82.96,0.3453,0.2959,4.67,0.042,0.034,0.075,168,208,93
ATV31678.1-80.13,EMB43982.1-90.06,0.2882,0.3308,4.27,0.048,0.058,0.108,168,138,74
ATV31678.1-80.13,EOA11658.1-72.56,0.5857,0.9043,1.51,0.452,0.717,0.724,168,106,105
ATV31678.1-80.13,ERJ63923.1-86.43,0.8331,0.9182,1.68,0.619,0.684,0.707,168,152,147
ATV31678.1-80.13,ERJ64511.1-82.90,0.845,0.84,1.19,0.655,0.651,0.759,168,169,145
ATV31678.1-80.13,ERJ66464.1-81.16,0.8457,0.8408,1.2,0.661,0.657,0.766,168,169,145
ATV31678.1-80.13,ERJ66656.1-74.32,0.248,0.1733,5.59,0.018,0.011,0.038,168,284,78
ATV31678.1-80.13,ERJ82300.1-81.32,0.8449,0.8302,1.25,0.655,0.643,0.759,168,171,145
ATV31678.1-80.13,ERJ83369.1-81.77,0.8419,0.8274,1.21,0.637,0.626,0.738,168,171,145
ATV31678.1-80.13,ERJ86145.1-84.43,0.5672,0.5114,3.47,0.101,0.089,0.133,168,191,128
ATV31678.1-80.13,ERT47646.1-88.78,0.271,0.2732,5.3,0.012,0.012,0.025,168,166,80
ATV31678.1-80.13,ETA26341.1-85.95,0.8401,0.9094,1.24,0.637,0.69,0.738,168,155,145
ATV31678.1-80.13,GAP81701.1-78.36,0.5649,0.5066,3.23,0.089,0.078,0.12,168,192,125
ATV31678.1-80.13,KJJ86346.1-80.41,0.6076,0.9375,1.06,0.458,0.72,0.726,168,107,106
ATV31678.1-80.13,KJJ86519.1-89.88,0.2947,0.3319,4.7,0.054,0.062,0.12,168,144,75
ATV31678.1-80.13,KJJ87276.1-76.46,0.8534,0.8534,1.58,0.768,0.768,0.854,168,168,151
ATV31678.1-80.13,KKY61606.1-78.51,0.8752,0.8752,1.59,0.69,0.69,0.744,168,168,156
ATV31678.1-80.13,KUL98255.1-78.56,0.486,0.4402,4.07,0.089,0.079,0.13,168,190,115
ATV31678.1-80.13,KUL99308.1-87.49,0.2895,0.2883,4.8,0.024,0.024,0.05,168,169,80
ATV31678.1-80.13,KUL99823.1-87.88,0.2836,0.2779,5.03,0.006,0.006,0.012,168,173,81
ATV31678.1-80.13,KXA22114.1-88.33,0.2716,0.274,5.29,0.012,0.012,0.025,168,166,80
ATV31678.1-80.13,KXC08061.1-81.24,0.8446,0.8299,1.25,0.655,0.643,0.759,168,171,145
ATV31678.1-80.13,KYK85503.1-76.59,0.4255,0.3015,4.52,0.054,0.034,0.08,168,265,112
ATV31678.1-80.13,OLQ21168.1-82.08,0.847,0.8323,1.13,0.649,0.637,0.752,168,171,145
ATV31678.1-80.13,OWP31724.1-79.77,0.8788,0.8788,1.43,0.762,0.762,0.837,168,168,153
ATV31678.1-80.13,OWP32476.1-91.64,0.2471,0.2577,5.73,0.036,0.038,0.075,168,157,80
ATV31678.1-80.13,OWP34023.1-74.77,0.2199,0.2728,5.53,0.042,0.058,0.108,168,121,65
ATV31678.1-80.13,OWR82820.1-86.35,0.8447,0.9327,1.22,0.649,0.717,0.752,168,152,145
ATV31678.1-80.13,PCR85716.1-87.87,0.2863,0.2817,4.9,0.012,0.012,0.025,168,172,81
ATV31678.1-80.13,PDP56801.1-82.17,0.8456,0.8407,1.15,0.637,0.633,0.738,168,169,145
ATV31678.1-80.13,PDP61269.1-79.88,0.8804,0.8804,1.49,0.774,0.774,0.85,168,168,153
ATV31678.1-80.13,PDP61486.1-82.90,0.8452,0.8402,1.24,0.655,0.651,0.759,168,169,145
ATV31678.1-80.13,PDP68574.1-79.22,0.8755,0.8755,1.55,0.679,0.679,0.74,168,168,154
ATV31678.1-80.13,PDP69242.1-79.49,0.8924,0.8924,0.96,0.798,0.798,0.876,168,168,153
ATV31678.1-80.13,PDP76386.1-76.81,0.8624,0.8624,1.37,0.768,0.768,0.854,168,168,151
ATV31678.1-80.13,PDP76608.1-79.93,0.8764,0.8867,1.36,0.649,0.657,0.712,168,166,153
ATV31678.1-80.13,PDP79289.1-82.68,0.8441,0.8391,1.17,0.637,0.633,0.738,168,169,145
ATV31678.1-80.13,PDP80394.1-81.87,0.835,0.8301,1.34,0.607,0.604,0.703,168,169,145
ATV31678.1-80.13,PDP82206.1-79.47,0.8871,0.8821,1.28,0.744,0.74,0.801,168,169,156
ATV31678.1-80.13,PGH20633.1-88.73,0.2712,0.2733,5.17,0.018,0.018,0.038,168,166,79
ATV31678.1-80.13,PGH21735.1-87.63,0.2871,0.2859,4.82,0.048,0.047,0.1,168,169,80
ATV31678.1-80.13,PGH22407.1-87.65,0.288,0.2868,4.82,0.042,0.041,0.087,168,169,80
ATV31678.1-80.13,PHH97487.1-87.77,0.2846,0.2799,5.01,0,0,0,168,172,81
ATV31678.1-80.13,PHI05755.1-88.92,0.2782,0.3402,4.67,0.03,0.04,0.067,168,125,75
ATV31678.1-80.13,PHI06540.1-87.66,0.2743,0.2933,5.2,0.036,0.039,0.075,168,152,80
ATV31678.1-80.13,PHI08326.1-87.96,0.286,0.2814,4.99,0.006,0.006,0.012,168,172,81
ATV31678.1-80.13,PHI13657.1-89.00,0.2893,0.3591,4.97,0.018,0.024,0.039,168,125,77
ATV31678.1-80.13,PIK17204.1-80.00,0.8536,0.8536,1.05,0.714,0.714,0.816,168,168,147
ATV31678.1-80.13,PIK17411.1-90.13,0.3023,0.2064,5.35,0.024,0.014,0.043,168,294,94
ATV31678.1-80.13,PIK19369.1-79.78,0.8744,0.8694,1.57,0.732,0.728,0.794,168,169,155
ATV31678.1-80.13,PIK19759.1-90.23,0.2816,0.3067,5.18,0.036,0.041,0.072,168,147,83
ATV31678.1-80.13,PIK20109.1-91.74,0.253,0.2657,5.67,0.036,0.038,0.076,168,156,79
ATV31678.1-80.13,PIN27250.1-82.03,0.5942,0.9128,1.57,0.5,0.785,0.792,168,107,106
ATV31678.1-80.13,PIN27259.1-71.98,0.592,0.9082,1.67,0.476,0.748,0.755,168,107,106
ATV31678.1-80.13,PIN27300.1-79.97,0.8763,0.8713,1.39,0.714,0.71,0.784,168,169,153
ATV31678.1-80.13,PIN29465.1-82.38,0.5474,0.5373,3.52,0.083,0.081,0.112,168,172,125
ATV31678.1-80.13,PJE99021.1-78.83,0.8527,0.8478,1.44,0.732,0.728,0.82,168,169,150
ATV31678.1-80.13,PJI21017.1-80.35,0.877,0.877,1.08,0.756,0.756,0.841,168,168,151
ATV31678.1-80.13,PJI24363.1-91.77,0.232,0.2438,5.03,0.036,0.038,0.09,168,156,67
ATV31678.1-80.13,PJI24389.1-79.82,0.8837,0.8837,1.2,0.774,0.774,0.85,168,168,153
ATV31678.1-80.13,PJI25578.1-79.82,0.8822,0.8822,1.22,0.78,0.78,0.862,168,168,152
ATV31678.1-80.13,PJI26311.1-78.95,0.867,0.867,1.34,0.762,0.762,0.853,168,168,150
ATV31678.1-80.13,PJI27691.1-81.67,0.8095,0.9256,1.81,0.548,0.63,0.63,168,146,146
ATV31678.1-80.13,QEH45386.1-79.91,0.333,0.3916,4.46,0.06,0.075,0.115,168,134,87
ATV31678.1-80.13,QUI90514.1-80.68,0.8444,0.8298,1.21,0.649,0.637,0.752,168,171,145
ATV31678.1-80.13,QYR65713.1-84.78,0.291,0.3268,5.07,0.054,0.063,0.113,168,143,80
ATV31678.1-80.13,QYR66967.1-88.53,0.2555,0.2759,5.32,0.036,0.04,0.078,168,149,77
ATV31678.1-80.13,RQD99704.1-79.61,0.8576,0.8526,1.25,0.673,0.669,0.758,168,169,149
ATV31678.1-80.13,RQE06608.1-79.37,0.8718,0.8718,1.29,0.792,0.792,0.881,168,168,151
ATV31678.1-80.13,RRD62062.1-71.00,0.2533,0.1766,6.39,0.006,0.003,0.011,168,292,89
ATV31678.1-80.13,RRD75271.1-89.19,0.3431,0.4028,3.59,0.024,0.029,0.051,168,137,78
ATV31678.1-80.13,SJL19104.1-79.65,0.8675,0.8776,1.83,0.69,0.699,0.748,168,166,155
ATV31678.1-80.13,SJL19364.1-82.60,0.8446,0.8397,1.19,0.649,0.645,0.752,168,169,145
ATV31678.1-80.13,SJL25880.1-82.17,0.8466,0.8319,1.1,0.649,0.637,0.752,168,171,145
ATV31678.1-80.13,TYB11840.1-89.18,0.2796,0.2656,5.04,0.018,0.017,0.037,168,181,80
ATV31678.1-80.13,UTC88072.1-77.81,0.2899,0.2899,5.58,0.048,0.048,0.089,168,168,90
ATV31678.1-80.13,VTX56655.1-88.51,0.2728,0.275,5.26,0.012,0.012,0.025,168,166,80
ATV31678.1-80.13,WP_002668050.1-90.90,0.2899,0.2252,5.53,0.054,0.037,0.1,168,244,90
ATV31678.1-80.13,WP_002689100.1-89.84,0.2852,0.3272,4.14,0.024,0.029,0.055,168,138,73
ATV31678.1-80.13,WP_005560990.1-89.93,0.3073,0.3114,5.21,0.024,0.024,0.048,168,165,84
ATV31678.1-80.13,WP_010697710.1-89.23,0.2657,0.3095,4.52,0.036,0.043,0.091,168,138,66
ATV31678.1-80.13,WP_080574655.1-84.27,0.6352,0.6223,2.76,0.173,0.169,0.225,168,172,129
ATV31678.1-80.13,WP_097657165.1-87.74,0.8095,0.8435,1.26,0.53,0.553,0.627,168,161,142
ATV31678.1-80.13,WP_150153335.1-89.35,0.2824,0.3548,4.59,0.03,0.041,0.068,168,122,74
ATV31678.1-80.13,WP_150153577.1-82.68,0.4922,0.4223,3.99,0.089,0.074,0.133,168,202,113
ATV31678.1-80.13,WP_155642491.1-88.57,0.24,0.2341,6.16,0.071,0.069,0.146,168,175,82
ATV31678.1-80.13,WP_187106099.1-89.80,0.2853,0.3591,4.56,0.012,0.016,0.027,168,122,74
ATV31678.1-80.13,WP_187106668.1-89.16,0.2859,0.3604,4.55,0.012,0.016,0.027,168,122,74
ATV31678.1-80.13,WP_205766317.1-90.71,0.6587,0.6452,2.74,0.173,0.169,0.22,168,172,132
ATV31678.1-80.13,WP_205768292.1-82.40,0.3287,0.2541,5.74,0.036,0.024,0.057,168,248,106
ATV31678.1-80.13,WP_205768727.1-81.69,0.338,0.2564,5.71,0.018,0.012,0.029,168,250,104
ATV31678.1-80.13,WP_205769178.1-87.53,0.5581,0.5686,3.38,0.083,0.085,0.11,168,164,127
ATV31678.1-80.13,WP_205770740.1-88.35,0.6671,0.6104,2.89,0.173,0.156,0.213,168,186,136
ATV31678.1-80.13,WP_205771886.1-88.81,0.3657,0.3296,4.12,0.048,0.041,0.087,168,193,92
ATV31678.1-80.13,WP_205772954.1-86.09,0.558,0.5607,3.49,0.077,0.078,0.102,168,167,128
ATV31678.1-80.13,WP_205774081.1-89.49,0.366,0.3298,4.11,0.048,0.041,0.087,168,193,92
